,Name,Address,City,State,ZIP,County,Phone Number,Program Type,Hours of Operation,Full address,Latitude,Longitude,Latitude2,Longitude2
107,St James UMC Community Food Pantry,165 Bethania Rural Hall Rd,Rural Hall,NC,27045,Forsyth,336.901.1171,PANTRY,wkly Th: 11a-4p,"165 Bethania Rural Hall Rd, Rural Hall, NC, 27045",36.2397535,-80.2943773,36.2396958,-80.2944007
108,Our Fathers House Ministries,20 Rink Rd,Winston-Salem,NC,27107,Forsyth,336.345.2155,PANTRY,wkly Tues 11a - 1p,"20 Rink Rd, Winston-Salem, NC, 27107",35.9987921,-80.2302551,35.9987461,-80.2311293
109,Star of Bethlehem Lutheran Church,1355 Jonestown Rd,Winston-Salem,NC,27103,Forsyth,336.682.6802,PANTRY,Sunday: 9:00-12:00,"1355 Jonestown Rd, Winston-Salem, NC, 27103",36.050958,-80.3452687,36.0500344,-80.3449287
110,Una Bendicion,4456 Old Walkertown Rd,Winston-Salem,NC,27105,Forsyth,336.777.6403,PANTRY,Two Saturdays a month 10:00-12:00,"4456 Old Walkertown Rd, Winston-Salem, NC, 27105",36.1509484,-80.2194968,36.1511863,-80.2189076
111,Winston-Salem Rescue Mission,717 Oak St,Winston-Salem,NC,27101,Forsyth,336.723.1848,SHELTER,Please call for availability,"717 Oak St, Winston-Salem, NC, 27101",36.1142291,-80.2479379,36.1033778,-80.2470083
112,Samaritan Ministries,414 E Northwest Blvd.,Winston-Salem,NC,27101,Forsyth,336.748.1962,SOUP KITCHEN,M- Su: Lunch @ 10:30a - 1p,"414 E Northwest Blvd., Winston-Salem, NC, 27101",36.110392,-80.248767,36.1104946,-80.2402667
113,The Salvation Army - Trade St - Winston Salem,1255 N Trade St,Winston-Salem,NC,27101,Forsyth,336.723.9155,SOUP KITCHEN,"M - Su: Breakfast @ 7-7:45a, Dinner (Sun. Only) 5:30-6:00 p","1255 N Trade St, Winston-Salem, NC, 27101",36.109872,-80.246299,36.1099062,-80.245813
114,Christ Rescue Temple,1500 N. Dunleith Ave.,Winston-Salem,NC,27105,Forsyth,336.722.9841,SOUP KITCHEN,Th: 12p- 1p,"1500 N. Dunleith Ave., Winston-Salem, NC, 27105",36.113286,-80.227073,36.1134,-80.2272978
115,The Shalom Project,639 Green Street,Winston-Salem,NC,27101,Forsyth,336.721.0606,SOUP KITCHEN,W: 6p - 7p,"639 Green Street, Winston-Salem, NC, 27101",36.0856527,-80.2498877,36.0852106,-80.2494591
116,H.O.P.E. of Winston-Salem,355 Crawford Pl,Winston-Salem,NC,27101,Forsyth,336.816.0801,SOUP KITCHEN,Sunday mobile distribution sites; call agency for listing,"355 Crawford Pl, Winston-Salem, NC, 27101",36.100876,-80.212746,36.1175389,-80.2512553
117,MBL - Enterprise Shared Use Kitchen,1922 S MLK Jr Dr,Winston-Salem,NC,27107,Forsyth,336.464.3140,SOUP KITCHEN,Weekday mobile distribution sites; call agency for listing,"1922 S MLK Jr Dr, Winston-Salem, NC, 27107",36.02656,-80.141077,36.0104644,-80.1651854
118,The Dwelling,502 N Broad St,Winston-Salem,NC,27101,Forsyth,336.207.0931,SOUP KITCHEN,Sunday: Noon,"502 N Broad St, Winston-Salem, NC, 27101",36.0996668,-80.2541568,36.0999725,-80.2544785
119,Triad Adult Day Care,409 E Fairfield Rd,High Point,NC,27263,Guilford,336.431.1537,PANTRY,M - F: 12p - 4p,"409 E Fairfield Rd, High Point, NC, 27263",35.9250824,-79.9775655,35.9253642,-79.9767725
120,The Salvation Army,301 W Green Dr,High Point,NC,27260,Guilford,336.881.5400,PANTRY,M: 8a - 11:30a + 1p - 2:30p; W: 8a - 11:30a + 1p - 2:30p; F: 8a - 11:30a + 1p - 2:30p,"301 W Green Dr, High Point, NC, 27260",35.953348,-80.007549,35.9526467,-80.0074541
121,MBL-The Salv Army-HP,301 W Green Dr,High Point,NC,27260,Guilford,336.881.5400,PANTRY,Please call for locations,"301 W Green Dr, High Point, NC, 27260",35.953348,-80.007549,35.9526467,-80.0074541
122,Cathedral of His Glory,4501 Lake Jeanette Rd,Greensboro,NC,27455,Guilford,336.282.0679,PANTRY,Sa: 10a - 12p on varying weeks; call agency for schedule,"4501 Lake Jeanette Rd, Greensboro, NC, 27455",36.1459789,-79.8103557,36.1351639,-79.8275952
123,Greensboro Urban Ministry,305 West Gate City Blvd,Greensboro,NC,27406,Guilford,336.271.5959,PANTRY,M - F: 9:30a - 3:30p,"305 West Gate City Blvd, Greensboro, NC, 27406",36.0647259,-79.7941933,36.064017,-79.7943778
124,Open Door Ministries - Pantry,400 N Centennial St,High Point,NC,27260,Guilford,336.885.0191,PANTRY,M - F: 11a - 2p,"400 N Centennial St, High Point, NC, 27260",35.963901,-80.002101,35.9638349,-80.0018291
125,Solid Rock Baptist Church,903 E Kearns Ave,High Point,NC,27260,Guilford,336.889.2486,PANTRY,M - F 10a - 4p,"903 E Kearns Ave, High Point, NC, 27260",35.9443174,-79.9919685,35.9445208,-79.9917212
126,Stokesdale Church of God,7835 Anthony Rd.,Stokesdale,NC,27357,Guilford,336.298.7058,PANTRY,W: 7p - 9p; Su: 12p - 3p,"7835 Anthony Rd., Stokesdale, NC, 27357",36.2298578,-80.0177172,36.2304486,-80.0186533
127,The Salvation Army - Center of Hope,1311 S Eugene St,Greensboro,NC,27406,Guilford,336.273.5572,PANTRY,Tu: 9a - 12p; Th 9a - 12p,"1311 S Eugene St, Greensboro, NC, 27406",36.058602,-79.7936167,36.0573655,-79.7927533
128,Cedar Grove Tabernacle of Praise,612 Norwalk St,Greensboro,NC,27407,Guilford,336.294.2628,PANTRY,Tu : 10a - 12p; W: 10a - 12p; Th: 10a - 12p,"612 Norwalk St, Greensboro, NC, 27407",36.0626015,-79.8707203,36.0616275,-79.8712098
129,St Paul Baptist Church,1309 Larkin St,Greensboro,NC,27406,Guilford,336.275.4680,PANTRY,Tu: 9a - 11a; Th: 9a - 11a,"1309 Larkin St, Greensboro, NC, 27406",36.0557023,-79.7813284,36.0552357,-79.7798838
130,The Redeemed Christian Church,1808 Mack Street,Greensboro,NC,27406,Guilford,336.297.4055,PANTRY,1st & 3rd Sa: 9a - 12p,"1808 Mack Street, Greensboro, NC, 27406",36.0261477,-79.8208275,36.0263601,-79.8208432
131,Piedmont Health Services & Sickle Cell Agency,401 Taylor Ave,High Point,NC,27260,Guilford,336.274.1507,PANTRY,Tu: 11a - 3p; Th: 11a - 3p,"401 Taylor Ave, High Point, NC, 27260",35.948364,-80.008432,35.9477673,-80.0085999
132,New Beginnings Full Gospel Ministries,215 Fourth St,High Point,NC,27260,Guilford,336.884.8183,PANTRY,by appointment M - F 10a - 4p,"215 Fourth St, High Point, NC, 27260",35.96146,-80.001363,35.9622055,-80.0014796
133,West End Ministries - Pantry,903 English Rd.,High Point,NC,27261,Guilford,336.884.1105,PANTRY,W: 3p - 5p,"903 English Rd., High Point, NC, 27261",35.9541607,-80.0155082,35.9537641,-80.0144013
134,A Gift of Giving,1309 Leonard Ave,High Point,NC,27260,Guilford,336.819.6120,PANTRY,Sa: 1p - 3p; Su: 2p - 4p,"1309 Leonard Ave, High Point, NC, 27260",35.9591745,-79.9898845,35.9591948,-79.9890673
135,Kingdom Building Church International,203 Lindsay St.,High Point,NC,27262,Guilford,336.476.8884,PANTRY,3rd Sa: 5p - 6p,"203 Lindsay St., High Point, NC, 27262",35.9631833,-80.0153861,35.9567741,-80.0120506
136,High Point Christian Center,234 Dorothy St,High Point,NC,27262,Guilford,336.882.8738,PANTRY,Sa: 12p - 1p,"234 Dorothy St, High Point, NC, 27262",35.9363517,-80.0431842,35.9342411,-80.0427973
137,Alamance Presbyterian Church,4000 Presbyterian Rd,Greensboro,NC,27406,Guilford,336.697.0488,PANTRY,by appointment Sa: 10:30a - 11:30a,"4000 Presbyterian Rd, Greensboro, NC, 27406",36.024344,-79.707658,36.0227905,-79.7079646
138,Ward Street Community Resource Center,1619 W Ward Avenue,High Point,NC,27260,Guilford,336.888.6091,PANTRY,W: 9a - 12p; Th: 5:30p - 7p,"1619 W Ward Avenue, High Point, NC, 27260",35.9378297,-80.0245988,35.9372876,-80.0250431
139,Helping Hands,2301 S Main St,High Point,NC,27263,Guilford,336.886.7696,PANTRY,Tu - Th: 9a -11a and 1p - 4p,"2301 S Main St, High Point, NC, 27263",35.932073,-79.989105,35.931866,-79.9888386
140,Out of the Garden Project,300 NC Hwy 68S,Greensboro,NC,27409,Guilford,336.430.6070,PANTRY,mobile distribution sites; call agency for listing,"300 NC Hwy 68S, Greensboro, NC, 27409",36.076133,-79.958574,36.068708,-79.9614116
141,MBL-Out of the Garden,300 NC Hwy 68S,Greensboro,NC,27405,Guilford,336.430.6070,PANTRY,mobile distribution sites; call agency for listing,"300 NC Hwy 68S, Greensboro, NC, 27405",36.080517,-79.740572,36.068708,-79.9614116
142,MBL-Out of the Garden,300 NC Hwy 68S,Greensboro,NC,27405,Guilford,336.430.6070,PANTRY,mobile distribution sites; call agency for listing,"300 NC Hwy 68S, Greensboro, NC, 27405",36.080517,-79.740572,36.068708,-79.9614116
143,Renaissance Road Church,5114 Harvey Rd.,Jamestown,NC,27282,Guilford,336.407.2671,PANTRY,Su: 10:30a - 12p,"5114 Harvey Rd., Jamestown, NC, 27282",35.968286,-79.930838,35.9687686,-79.9313702
144,Vandalia Presbyterian Church,101 W Vandalia Road,Greensboro,NC,27406,Guilford,336.275.3705,PANTRY,W: 9a - 12p,"101 W Vandalia Road, Greensboro, NC, 27406",36.01502,-79.793696,36.0145083,-79.7943772
145,Julian United Methodist Church,2105 NC Hwy 62 E,Julian,NC,27283,Guilford,336.685.0103,PANTRY,3rd Sa: 9a - 10a,"2105 NC Hwy 62 E, Julian, NC, 27283",35.910699,-79.654352,35.9096168,-79.6576536
146,Celia Phelps Memorial UMC,3709 Groometown Road,Greensboro,NC,27407,Guilford,336.855.8348,PANTRY,1st & 3rd Tu: 10a - 1p; 3rd Sa: 10a - 12p,"3709 Groometown Road, Greensboro, NC, 27407",36.013587,-79.865451,36.0135373,-79.8646398
147,One Step Further,1900 W Market Street,Greensboro,NC,27401,Guilford,336-275-3699,PANTRY,M: 9:30a - 2:30p; Tu: 9:30a - 2:30p; W: 9:30a - 2:30p; Th: 9:30a - 2:30p,"1900 W Market Street, Greensboro, NC, 27401",36.074115,-79.818058,36.0744343,-79.8183371
148,One Step Further,1012 Leonard St,High Point,NC,27401,Guilford,336-275-3699,PANTRY,2nd & 3rd F: 11a - 3p,"1012 Leonard St, High Point, NC, 27401",36.061018,-79.776746,35.9587391,-79.9932711
149,One Step Further,1806 Merritt Dr,Greensboro,NC,27407,Guilford,336.275.3699,PANTRY,F: 11a - 2p,"1806 Merritt Dr, Greensboro, NC, 27407",36.0475726,-79.8582019,36.0489888,-79.8567503
150,Genesis Baptist Church Food Pantry,2812 E. Bessemer Ave,Greensboro,NC,27405,Guilford,336.379.1133,PANTRY,2nd & 4th Th: 1p - 2:30p,"2812 E. Bessemer Ave, Greensboro, NC, 27405",36.0850795,-79.7505955,36.0843546,-79.7486245
151,Cappadocia Intergrowth Enrichment,600 W. Minneola Street,Gibsonsville,NC,27249,Guilford,336.603.6374,PANTRY,varies - call agency,"600 W. Minneola Street, Gibsonsville, NC, 27249",36.108064,-79.55187,36.1085878,-79.5517558
152,New Zion Missionary Baptist Church,408 Martin Luther King Jr. Dr.,Greensboro,NC,27406,Guilford,336.272.8441,PANTRY,T: 12:p -2p,"408 Martin Luther King Jr. Dr., Greensboro, NC, 27406",36.064014,-79.786606,36.0640556,-79.7870243
153,5 Loaves 2 Fish Food Pantry,2066 Deep River Rd,High Point,NC,27265,Guilford,336.454.5292,PANTRY,Sa: 1p - 4p,"2066 Deep River Rd, High Point, NC, 27265",36.0078464,-79.9743364,36.0146224,-79.9740591
154,Free Indeed Food Pantry,2400 S Holden Rd,Greensboro,NC,27407,Guilford,336.370.6707,PANTRY,3rd Sat of month: 11a-1p,"2400 S Holden Rd, Greensboro, NC, 27407",36.035981,-79.850067,36.0359137,-79.8507599
155,Lebanon Baptist Church Pantry,4635 Hicone Rd,Greensboro,NC,27405,Guilford,336.621.0597,PANTRY,4th Sa: 9a - 11a,"4635 Hicone Rd, Greensboro, NC, 27405",36.1514038,-79.727734,36.1540805,-79.7114488
156,Divine Intervention - Care Link,1214 Grove Street,Greensboro,NC,27402,Guilford,336.285.6887,PANTRY,M - F: 9a - 5p,"1214 Grove Street, Greensboro, NC, 27402",36.0534877,-79.8113564,36.0535,-79.8119547
157,Locust Grove,4707 NC Hwy 150,Browns Summit,NC,27214,Guilford,336.656.3056,PANTRY,3rd Th: 9a - 12p; 3rd Th: 4p - 7p,"4707 NC Hwy 150, Browns Summit, NC, 27214",36.213994,-79.688318,36.2127803,-79.7131567
158,Wells Memorial - We Care Pantry,1001 E Washington Street,Greensboro,NC,27401,Guilford,336.895.4776,PANTRY,3rd Tu: 5p - 7p; 3rd Sa: 9a - 1p,"1001 E Washington Street, Greensboro, NC, 27401",36.0690727,-79.7772053,36.0696402,-79.7767284
159,Lutheran Church of Our Father,3304 Groometown Rd,Greensboro,NC,27407,Guilford,336.299.0235,PANTRY,2nd M 5:30p - 7:30p; each W 9:30a - 11:30a,"3304 Groometown Rd, Greensboro, NC, 27407",36.0225389,-79.8659151,36.0214803,-79.8670199
160,Emerywood Baptist Church,1300 Country Club Dr,High Point,NC,27262,Guilford,804.477.4548,PANTRY,1st & 3rd Saturday of each month: 9a - 12p,"1300 Country Club Dr, High Point, NC, 27262",35.965413,-80.033688,35.9657031,-80.0353661
161,Manna House of Coliseum Blvd,1906 Bailiff St,Greensboro,NC,27403,Guilford,336.446.9341,PANTRY,Tues 11a-1p call for appointment preferred,"1906 Bailiff St, Greensboro, NC, 27403",36.0486238,-79.8224779,36.0487613,-79.8231741
162,MBL - World Victory Int'l Christian Center,1414 Cliffwood Dr,Greensboro,NC,27406,Guilford,336.574.0202,PANTRY,mobile distribution sites; call agency for listing,"1414 Cliffwood Dr, Greensboro, NC, 27406",36.0382181,-79.8157532,36.0389802,-79.8172768
163,Positive Direction for Youth & Families,1523 Barto Pl. Suite E,Greensboro,NC,27405,Guilford,336.375.3900,PANTRY,M & W 6:30p - 8:30p Pop up on Th 11a - 12:30p at different locations (call),"1523 Barto Pl. Suite E, Greensboro, NC, 27405",36.095654,-79.751342,36.0969561,-79.75154
164,MBL-PD&Y,2270 East Cone Blvd,Greensboro,NC,27405,Guilford,336.375.3900,PANTRY,Thursdays 11a - 12p (please call for location),"2270 East Cone Blvd, Greensboro, NC, 27405",36.1128783,-79.7477686,36.1127433,-79.7419728
165,Gate City Vineyard Christian Fellowship / Gate City Grocery GiveAway,204 S Westgate Dr,Greensboro,NC,27407,Guilford,336.323.1288,PANTRY,weekly on W 9a-10:30a,"204 S Westgate Dr, Greensboro, NC, 27407",36.0673907,-79.8612429,36.0672378,-79.8609721
166,True Salvation Outreach Ministry,1901 Spencer St,Greensboro,NC,27401,Guilford,336.988.0123,PANTRY,4th Saturday: 10a - 12p,"1901 Spencer St, Greensboro, NC, 27401",36.068098,-79.761193,36.0683541,-79.7611503
167,A Shared Blessing Food Pantry - First UMC - HPT,335 N Wrenn St.,High Point,NC,27260,Guilford,336.889.4429,PANTRY,yet to be determined - will update Juy 2021,"335 N Wrenn St., High Point, NC, 27260",35.9608556,-80.0073474,35.9611,-80.00772
168,Triad Food Pantry,1311 Johnson St,High Point,NC,27262,Guilford,336.991.5329,PANTRY,3rd Wed 3p-4p; Seniors & Disabled 3rd Tuesday 11a-12:30p,"1311 Johnson St, High Point, NC, 27262",35.9730918,-80.0160703,35.9735695,-80.0165058
169,HTH-Cone Health-Heart & Vascular,1121 N Church St Ent. C,Greensboro,NC,27401,Guilford,336.832.2718,PANTRY,M-F 8am-5pm (by appt),"1121 N Church St Ent. C, Greensboro, NC, 27401",36.092001,-79.783803,36.092744,-79.7855611
170,HTH-Cone Health-Infectious Disease,"301 E Wendover Ave, Suite 111",Greensboro,NC,27401,Guilford,336.832.7840,PANTRY,M-F 8:30am-5:00pm (by appt),"301 E Wendover Ave, Suite 111, Greensboro, NC, 27401",36.088009,-79.786424,36.0887226,-79.7858961
171,MANNA Box Ministry,4400 Alamance Church Rd,Liberty,NC,27298,Guilford,336.565.4812,PANTRY,Offers delivery - call in advance,"4400 Alamance Church Rd, Liberty, NC, 27298",35.950238,-79.550321,35.9511567,-79.5533633
172,180 turn Ch.- Jean & Dean Food Pantry,1379 Lees Chapel Rd,Greensboro,NC,27407,Guilford,336.833.0726,PANTRY,2nd & 4th Saturday 11am-1pm,"1379 Lees Chapel Rd, Greensboro, NC, 27407",36.1396156,-79.7787019,36.1404477,-79.7773632
173,We Are One Christian Fellowship,1951 Brightwood School,Greensboro,NC,27405,Guilford,336.358.2131,PANTRY,Fridays 11am-2pm,"1951 Brightwood School, Greensboro, NC, 27405",36.1467499,-79.749917,36.1474627,-79.748969
174,MBL-Greensboro Police Dept,100 E Police Plaza,Greensboro,NC,27401,Guilford,336.412.3968,PANTRY,Call for schedule,"100 E Police Plaza, Greensboro, NC, 27401",35.979611,-79.705542,36.0692782,-79.793472
175,Safer Cities,2523 E Phillips Ave,Greensboro,NC,27405,Guilford,"336.912.3742,",PANTRY,3rd Thursday 2:30-3:30,"2523 E Phillips Ave, Greensboro, NC, 27405",36.094966,-79.744977,36.0962713,-79.7439526
176,Jewish Family Services,5509-C W Friendly Ave,Greensboro,NC,27410,Guilford,336.852.4829,PANTRY,Thursdays 10am-12:30pm,"5509-C W Friendly Ave, Greensboro, NC, 27410",36.116219,-79.867544,36.0892651,-79.8796927
177,Grace Point Pantry,5934 Surrett Dr.,High Point,NC,27263,Guilford,336.989.8000,PANTRY,2nd & 4th Sat of month 10a-2p,"5934 Surrett Dr., High Point, NC, 27263",35.9197531,-79.9999952,35.9018812,-79.9989066
178,Open Door Ministries - Father's Table,400 N Centennial St,High Point,NC,27260,Guilford,336.885.0191,SOUP KITCHEN,Breakfast: M - Su 8a - 9a; Lunch: M - Sa 11a - 12p; Dinner: M - Su 6p - 7p,"400 N Centennial St, High Point, NC, 27260",35.963901,-80.002101,35.9638349,-80.0018291
179,West End Ministries - Soup Kitchen,903 English Rd.,High Point,NC,27261,Guilford,336.884.1105,SOUP KITCHEN,Th: 5p - 6:30p,"903 English Rd., High Point, NC, 27261",35.9541607,-80.0155082,35.9537641,-80.0144013
180,Renaissance Road Church,5114 Harvey Rd.,Jamestown,NC,27282,Guilford,336.407.2671,SOUP KITCHEN,Th-6pm-8pm;Sat-8am-9:30am,"5114 Harvey Rd., Jamestown, NC, 27282",35.968286,-79.930838,35.9687686,-79.9313702
181,Free Indeed Outreach Ministry,4615-A Hill Top Road,Greensboro,NC,27405,Guilford,336.370.6707,SOUP KITCHEN,4th Sa: 11a - 2p,"4615-A Hill Top Road, Greensboro, NC, 27405",36.04946,-79.809505,36.0329324,-79.8811031
182,Divine Intervention - Care Link,1214 Grove Street,Greensboro,NC,27402,Guilford,336.285.6887,SOUP KITCHEN,M - F: times and dates vary - call agency,"1214 Grove Street, Greensboro, NC, 27402",36.0534877,-79.8113564,36.0535,-79.8119547
183,The Salvation Army - Statesville,1361 Caldwell St,Statesville,NC,28677,Iredell,704.872.5623,PANTRY,M - Th: 9a - 3:30p,"1361 Caldwell St, Statesville, NC, 28677",35.7659016,-80.8867139,35.7659244,-80.8866685
184,Yokefellow Ministry of Statesville,1380 Shelton Ave,Statesville,NC,28677,Iredell,704-872-7677,PANTRY,Tu & W: 11:30a - 2:30p; Th: 2:30p - 4p; F: 9:30a - 12:30p,"1380 Shelton Ave, Statesville, NC, 28677",35.7675275,-80.885756,35.7676365,-80.8857276
185,Cornerstone Church,650 Glover St,Statesville,NC,28625,Iredell,704.873.0032,PANTRY,M-F: Appt. Only,"650 Glover St, Statesville, NC, 28625",35.781886,-80.855325,35.782063,-80.8564881
186,Landmark Relief,2200 E Broad St,Statesville,NC,28625,Iredell,704.80.0625 (LW),PANTRY,Tu: 10:30a - 12:30p (1st and 3rd Tuesday of each month),"2200 E Broad St, Statesville, NC, 28625",35.7928095,-80.8446725,35.792697,-80.8446122
187,First Church of Nazarene,506 Medlin St,Statesville,NC,28677,Iredell,704.878.2235,PANTRY,Tu & F: 11a - 12:30p,"506 Medlin St, Statesville, NC, 28677",35.7890973,-80.9108978,35.7890997,-80.9109263
188,Iredell Christian Ministries,752 Old Salisbury Road,Statesville,NC,28677,Iredell,704.924.6700,PANTRY,M - W: 9:30a - 12p; Th: 1p - 3:30p,"752 Old Salisbury Road, Statesville, NC, 28677",35.7762008,-80.8731103,35.7761529,-80.8731052
189,Matthew 25 Ministries,3223 Harmony Hwy,Harmony,NC,28634,Iredell,704.546.5859,PANTRY,"M, F & Sa: 9a - 12p","3223 Harmony Hwy, Harmony, NC, 28634",35.9496847,-80.7733844,35.9497511,-80.773442
190,Union Grove UMC,1331 Sloans Mill Rd,Union Grove,NC,28689,Iredell,(704) 682-0261,PANTRY,Th: 4p - 6:30p (2nd and 4th Thursday of each month),"1331 Sloans Mill Rd, Union Grove, NC, 28689",36.0231007,-80.8666326,36.0231069,-80.8666207
191,Ministerio de Compasion,214 Shumaker Dr,Statesville,NC,28625,Iredell,704.437.0553,PANTRY,W: 5-7p,"214 Shumaker Dr, Statesville, NC, 28625",35.8402002,-80.8769576,35.8400937,-80.8767583
192,Diakonos- Fifth Street Shelter,1421 Fifth St,Statesville,NC,28677,Iredell,704.872.4045,SOUP KITCHEN,M - Su: 6:30a - 7a (Breakfast);M - Su: 11a - 11:30a (Lunch); M - Su: 5:30p - 6p (Dinner),"1421 Fifth St, Statesville, NC, 28677",35.766277,-80.89013,35.7653628,-80.8897472
193,Christians United Outreach Center,930 S. Fayetteville St.,Asheboro,NC,27203,Randolph,336.625.1500,PANTRY,M: 10a - 3p; Tu: 10a - 3p; 10a - 3p; Th: 12p-6p; F: emergencies only,"930 S. Fayetteville St., Asheboro, NC, 27203",35.6948303,-79.8155458,35.6949904,-79.8156229
194,The Salvation Army - Asheboro,345 N Church St,Asheboro,NC,27203,Randolph,336.625.0551,PANTRY,"M - F: 9a - 11a, 1p - 3p","345 N Church St, Asheboro, NC, 27203",35.7116027,-79.8166613,35.7114107,-79.8170238
195,First Assembly - Caring Place,909 Meadowbrook Rd,Asheboro,NC,27203,Randolph,336.629.3101,PANTRY,3rd Wednesday of each month: 5p - 6:30p,"909 Meadowbrook Rd, Asheboro, NC, 27203",35.7206958,-79.8026332,35.7205645,-79.8035396
196,Midway United Missionary Church,307 S Stout St,Randleman,NC,27317,Randolph,336.498.7580,PANTRY,"T, W, Sa, Su: 5p - 7p; Th & F: by appt only","307 S Stout St, Randleman, NC, 27317",35.8159292,-79.812565,35.8152315,-79.812449
197,Hope Baptist Church of NC,4872 Old Edgar Rd,Sophia,NC,27350,Randolph,336.495.4673,PANTRY,by appointment only,"4872 Old Edgar Rd, Sophia, NC, 27350",35.845143,-79.896645,35.845528,-79.89575
198,Beulah Baptist Church,7239 NC Hwy 22-42,Bennett,NC,27208,Randolph,336.581.3121,PANTRY,3rd Saturday of each month: 10a - 12p,"7239 NC Hwy 22-42, Bennett, NC, 27208",35.597588,-79.581298,35.5959607,-79.5798563
199,Liberty Association of Churches,329 B West Bowman Avenue,Liberty,NC,27298,Randolph,336.622.8312,PANTRY,M & Th: 2p - 5p,"329 B West Bowman Avenue, Liberty, NC, 27298",35.856307,-79.577082,35.8559881,-79.5767618
200,Asheboro Shelter of Hope,133 W. Wainman Ave,Asheboro,NC,27203,Randolph,336.318.0012,SHELTER,Please call for availability,"133 W. Wainman Ave, Asheboro, NC, 27203",35.7020391,-79.8150443,35.7019551,-79.8155791
201,The Salvation Army - Reidsville,704 Barnes Street,Reidsville,NC,27320,Rockingham,336.349.4923,PANTRY,"M, W, Th, F: 9a - 12p","704 Barnes Street, Reidsville, NC, 27320",36.3537964,-79.6560778,36.35337,-79.656608
202,The Salvation Army - Eden,314 Morgan Rd.,Eden,NC,27360,Rockingham,336.627.4177,PANTRY,M - F: 12:30p - 2:30p,"314 Morgan Rd., Eden, NC, 27360",36.5101228,-79.7589882,36.5097231,-79.7586067
203,"Men In Christ, Inc.",200 S Main Street,Reidsville,NC,27320,Rockingham,336.342.9886,PANTRY,2nd & 4th Tu: 10a - 1p,"200 S Main Street, Reidsville, NC, 27320",36.360363,-79.665951,36.3602384,-79.6661297
204,Rockingham Hope,3692 NC Hwy 14,Reidsville,NC,27288,Rockingham,336.623.2133,PANTRY,T - F: 9a - 12p,"3692 NC Hwy 14, Reidsville, NC, 27288",36.509308,-79.681607,36.4334615,-79.7035703
205,Reidsville Outreach Center,435 SW Market St,Reidsville,NC,27320,Rockingham,336.342.7770,PANTRY,Th: 9a - 12p (bi-weekly),"435 SW Market St, Reidsville, NC, 27320",36.3580351,-79.6630556,36.3566711,-79.6624242
206,In His Name Christian Services,1863 S Park Dr,Reidsville,NC,27320,Rockingham,336.349.2088,PANTRY,W: 9a - 12p,"1863 S Park Dr, Reidsville, NC, 27320",36.332986,-79.6746583,36.330997,-79.673712
207,"LOT 2540, Inc.",411 S. 2nd Avenue,Mayodan,NC,27025,Rockingham,336-447-3873,PANTRY,Last Saturday of each month: 10a - 12p,"411 S. 2nd Avenue, Mayodan, NC, 27025",36.4066593,-79.9684668,36.405127,-79.969999
208,God's Helping Hands Pantry,4933 NC Highway 770,Stoneville,NC,27048,Rockingham,336.573.9467,PANTRY,F: 11a - 1p,"4933 NC Highway 770, Stoneville, NC, 27048",36.469119,-79.886192,36.4664647,-79.9056264
209,Draper PHC - Hope Outreach Ctr,204 S. Bethel St,Eden,NC,27288,Rockingham,336.635.1990,PANTRY,3rd Saturday of month 9a - 11a,"204 S. Bethel St, Eden, NC, 27288",36.5141,-79.6891873,36.5139142,-79.6889839
210,Samaritan's Cupboard,220 E Meadow Rd,Eden,NC,27288,Rockingjam,336.612.2044,PANTRY,Wednesday 12p-3p,"220 E Meadow Rd, Eden, NC, 27288",36.507728,-79.7404504,36.5074481,-79.7397903
211,Grace Baptist Church - Madison - Gracefully Giving,3097 US Hwy 311,Madison,NC,27025,Rockingham,336.427.3494,PANTRY,M: 10a-12p,"3097 US Hwy 311, Madison, NC, 27025",36.3852644,-79.9555061,36.3653735,-80.0289092
212,CORMII CDC,1309-D Northup St,Reidsville,NC,27320,Rockingham,336.497.1601,PANTRY,Th: 4p-5p and emergencies as needed,"1309-D Northup St, Reidsville, NC, 27320",36.3461,-79.666683,36.345332,-79.665905
213,The Salvation Army - Eden,314 Morgan Rd,Eden,NC,27288,Rockingham,336.627.4177,SOUP KITCHEN,M - F: 12:30p - 1:15p,"314 Morgan Rd, Eden, NC, 27288",36.5101228,-79.7589882,36.5097231,-79.7586067
214,"LOT 2540, Inc.",411 S. 2nd Street,Mayodan,NC,27025,Rockingham,336-447-3873,SOUP KITCHEN,Tu - Sa: 12p - 1p,"411 S. 2nd Street, Mayodan, NC, 27025",36.294143,-80.138201,36.405127,-79.969999
215,King Outreach Ministry,413 Kingsway Dr,King,NC,27021,Stokes,336.983.4357,PANTRY,M - F: 9a - 11:30a,"413 Kingsway Dr, King, NC, 27021",36.2754128,-80.3786278,36.2750361,-80.37887
216,East Stokes Outreach Ministry,301 West Third St,Walnut Cove,NC,27052,Stokes,336.591.3237,PANTRY,M - F: 9a - 11:30a,"301 West Third St, Walnut Cove, NC, 27052",36.295553,-80.143298,36.295184,-80.1432509
217,The Rock Church,416 W King Street,King,NC,27021,Stokes,336.467.4627,PANTRY,Th: 5p - 7p (3rd Thursday of each month),"416 W King Street, King, NC, 27021",36.2794636,-80.3494263,36.286378,-80.366667
