,GEOID_OLD,County_x,GEOID_x,Urban
678,37147001302,Pitt,37147001302,1.0
679,37147001301,Pitt,37147001301,1.0
680,37147001200,Pitt,37147001200,0.0
681,37147001100,Pitt,37147001100,0.0
682,37147001003,Pitt,37147001003,1.0
683,37147001002,Pitt,37147001002,1.0
684,37147001001,Pitt,37147001001,1.0
685,37147000900,Pitt,37147000902,0.0
686,37147000900,Pitt,37147000901,0.0
687,37147000800,Pitt,37147000800,1.0
688,37147000702,Pitt,37147000702,1.0
689,37147000701,Pitt,37147000701,1.0
690,37147000603,Pitt,37147000606,1.0
691,37147000603,Pitt,37147000607,1.0
692,37147000602,Pitt,37147000602,1.0
693,37147000601,Pitt,37147000605,1.0
694,37147000601,Pitt,37147000604,1.0
695,37147000502,Pitt,37147000504,1.0
696,37147000502,Pitt,37147000503,1.0
697,37147000501,Pitt,37147000501,1.0
698,37147000400,Pitt,37147000400,1.0
699,37147000302,Pitt,37147000303,1.0
700,37147000302,Pitt,37147000304,1.0
701,37147000301,Pitt,37147000301,1.0
702,37147000202,Pitt,37147000202,1.0
703,37147000201,Pitt,37147000201,1.0
704,37147000100,Pitt,37147000102,1.0
705,37147000100,Pitt,37147000101,1.0
706,37145920602,Person,37145920602,0.0
707,37145920601,Person,37145920601,0.0
708,37145920500,Person,37145920500,0.0
709,37145920400,Person,37145920400,1.0
710,37145920300,Person,37145920300,1.0
711,37145920200,Person,37145920200,0.0
712,37145920100,Person,37145920100,0.0
713,37143920202,Perquimans,37143920202,0.0
714,37143920201,Perquimans,37143920201,0.0
715,37143920100,Perquimans,37143920102,0.0
716,37143920100,Perquimans,37143920101,0.0
717,37141920602,Pender,37141920602,0.0
718,37141920601,Pender,37141920601,0.0
719,37141920502,Pender,37141920502,0.0
720,37141920501,Pender,37141920501,0.0
721,37141920403,Pender,37141920403,0.0
722,37141920402,Pender,37141920402,0.0
723,37141920401,Pender,37141920401,0.0
724,37141920300,Pender,37141920300,0.0
725,37141920204,Pender,37141920204,0.0
726,37141920203,Pender,37141920203,0.0
727,37141920202,Pender,37141920202,1.0
728,37141920201,Pender,37141920201,1.0
729,37141920103,Pender,37141920105,0.0
730,37141920103,Pender,37141920104,0.0
731,37141920101,Pender,37141920106,0.0
732,37139960702,Pasquotank,37139960702,0.0
733,37139960701,Pasquotank,37139960701,0.0
734,37139960600,Pasquotank,37139960600,0.0
735,37139960503,Pasquotank,37139960503,0.0
736,37139960502,Pasquotank,37139960502,0.0
737,37139960501,Pasquotank,37139960501,0.0
738,37139960400,Pasquotank,37139960400,1.0
739,37139960300,Pasquotank,37139960300,1.0
740,37139960200,Pasquotank,37139960200,1.0
741,37139960100,Pasquotank,37139960100,1.0
742,37137950202,Pamlico,37137950202,0.0
743,37137950201,Pamlico,37137950203,0.0
744,37137950201,Pamlico,37137950204,0.0
745,37137950102,Pamlico,37137950103,0.0
746,37137950102,Pamlico,37137950104,0.0
747,37137950101,Pamlico,37137950101,0.0
748,37135012202,Orange,37135012202,1.0
749,37135012201,Orange,37135012201,0.0
750,37135012100,Orange,37135012101,1.0
751,37135012100,Orange,37135012103,1.0
752,37135012100,Orange,37135012102,1.0
753,37135011902,Orange,37135011902,1.0
754,37135011901,Orange,37135011903,1.0
755,37135011901,Orange,37135011904,1.0
756,37135011800,Orange,37135011800,1.0
757,37135011700,Orange,37135011700,1.0
758,37135011602,Orange,37135011602,1.0
759,37135011601,Orange,37135011601,1.0
760,37135011500,Orange,37135011500,1.0
761,37135011400,Orange,37135011400,1.0
762,37135011300,Orange,37135011300,1.0
763,37135011205,Orange,37135011206,1.0
764,37135011205,Orange,37135011207,1.0
765,37135011204,Orange,37135011204,0.0
766,37135011203,Orange,37135011211,0.0
767,37135011203,Orange,37135011210,0.0
768,37135011202,Orange,37135011209,0.0
769,37135011202,Orange,37135011208,0.0
770,37135011102,Orange,37135011107,0.0
771,37135011102,Orange,37135011106,0.0
772,37135011101,Orange,37135011104,0.0
773,37135011101,Orange,37135011105,0.0
774,37135011101,Orange,37135011103,0.0
775,37135011000,Orange,37135011001,1.0
776,37135011000,Orange,37135011002,1.0
777,37135010902,Orange,37135010902,1.0
778,37135010901,Orange,37135010904,0.0
779,37135010901,Orange,37135010903,0.0
780,37135010802,Orange,37135010802,0.0
781,37135010801,Orange,37135010804,0.0
782,37135010801,Orange,37135010803,0.0
783,37135010706,Orange,37135010706,1.0
784,37135010705,Orange,37135010705,1.0
785,37135010704,Orange,37135010709,0.0
786,37135010704,Orange,37135010710,0.0
787,37135010703,Orange,37135010708,1.0
788,37135010703,Orange,37135010707,1.0
789,37135010701,Orange,37135010701,0.0
790,37133002800,Onslow,37133002802,1.0
791,37133002800,Onslow,37133002803,1.0
792,37133002800,Onslow,37133002801,1.0
793,37133002600,Onslow,37133002600,1.0
794,37133002500,Onslow,37133002500,0.0
795,37133002400,Onslow,37133002400,1.0
796,37133002300,Onslow,37133002300,1.0
797,37133002202,Onslow,37133002202,1.0
798,37133002201,Onslow,37133002201,1.0
799,37133002100,Onslow,37133002100,1.0
800,37133001800,Onslow,37133001800,1.0
801,37133001700,Onslow,37133001700,1.0
802,37133001500,Onslow,37133001500,1.0
803,37133001400,Onslow,37133001400,1.0
804,37133001300,Onslow,37133001303,1.0
805,37133001300,Onslow,37133001304,1.0
806,37133001300,Onslow,37133001301,1.0
807,37133001300,Onslow,37133001302,1.0
808,37133001200,Onslow,37133001201,1.0
809,37133001200,Onslow,37133001202,1.0
810,37133001102,Onslow,37133001102,1.0
811,37133001101,Onslow,37133001101,1.0
812,37133001000,Onslow,37133001000,1.0
813,37133000900,Onslow,37133000902,1.0
814,37133000900,Onslow,37133000901,1.0
815,37133000800,Onslow,37133000800,1.0
816,37133000700,Onslow,37133000700,1.0
817,37133000600,Onslow,37133000600,1.0
818,37133000500,Onslow,37133000500,0.0
819,37133000403,Onslow,37133000403,0.0
820,37133000402,Onslow,37133000404,1.0
821,37133000402,Onslow,37133000405,1.0
822,37133000401,Onslow,37133000401,0.0
823,37133000302,Onslow,37133000305,0.0
824,37133000302,Onslow,37133000306,0.0
825,37133000301,Onslow,37133000303,0.0
826,37133000301,Onslow,37133000304,0.0
827,37133000202,Onslow,37133000205,0.0
828,37133000202,Onslow,37133000204,0.0
829,37133000201,Onslow,37133000207,0.0
830,37133000201,Onslow,37133000203,0.0
831,37133000201,Onslow,37133000206,0.0
832,37133000103,Onslow,37133000103,0.0
833,37133000102,Onslow,37133000105,0.0
834,37133000102,Onslow,37133000104,0.0
835,37131920402,Northampton,37131920402,0.0
836,37131920401,Northampton,37131920401,0.0
837,37131920300,Northampton,37131920301,0.0
838,37131920300,Northampton,37131920302,0.0
839,37131920300,Northampton,37131920303,0.0
840,37131920200,Northampton,37131920202,0.0
841,37131920200,Northampton,37131920201,0.0
842,37131920100,Northampton,37131920101,0.0
843,37131920100,Northampton,37131920103,0.0
844,37131920100,Northampton,37131920102,0.0
845,37129980100,New,37129980100,1.0
846,37129012300,New,37129012300,1.0
847,37129012203,New,37129012203,1.0
848,37129012202,New,37129012202,1.0
849,37129012201,New,37129012201,1.0
850,37129012105,New,37129012107,1.0
851,37129012105,New,37129012106,1.0
852,37129012104,New,37129012109,1.0
853,37129012104,New,37129012108,1.0
854,37129012103,New,37129012103,1.0
855,37129012101,New,37129012111,1.0
856,37129012101,New,37129012110,1.0
857,37129012010,New,37129012010,1.0
858,37129012009,New,37129012009,1.0
859,37129012008,New,37129012008,1.0
860,37129012007,New,37129012007,1.0
861,37129012006,New,37129012006,1.0
862,37129012004,New,37129012004,1.0
863,37129012001,New,37129012012,1.0
864,37129012001,New,37129012011,1.0
865,37129011904,New,37129011904,1.0
866,37129011903,New,37129011502,1.0
867,37129011903,New,37129011501,1.0
868,37129011902,New,37129011905,1.0
869,37129011902,New,37129011906,1.0
870,37129011800,New,37129011800,1.0
871,37129011705,New,37129011705,1.0
872,37129011703,New,37129011703,1.0
873,37129011701,New,37129011701,1.0
874,37129011608,New,37129011608,1.0
875,37129011607,New,37129011611,1.0
876,37129011607,New,37129011612,1.0
877,37129011606,New,37129011606,1.0
878,37129011605,New,37129011605,1.0
879,37129011603,New,37129011610,1.0
880,37129011603,New,37129011609,1.0
881,37129011500,New,37129011503,0.0
882,37129011500,New,37129011504,0.0
883,37129011400,New,37129011400,1.0
884,37129011300,New,37129011300,1.0
885,37129011200,New,37129011200,1.0
886,37129011100,New,37129011100,1.0
887,37129011000,New,37129011000,1.0
888,37129010900,New,37129010900,1.0
889,37129010800,New,37129010800,1.0
890,37129010700,New,37129010700,1.0
891,37129010600,New,37129010600,1.0
892,37129010502,New,37129010504,1.0
893,37129010502,New,37129010503,1.0
894,37129010501,New,37129010501,1.0
895,37129010400,New,37129010400,1.0
896,37129010300,New,37129010300,1.0
897,37129010200,New,37129010200,1.0
898,37129010100,New,37129010100,1.0
899,37127011500,Nash,37127011501,0.0
900,37127011500,Nash,37127011502,0.0
901,37127011400,Nash,37127011400,0.0
902,37127011300,Nash,37127011300,0.0
903,37127011200,Nash,37127011201,0.0
904,37127011200,Nash,37127011202,0.0
905,37127011102,Nash,37127011104,0.0
906,37127011102,Nash,37127011103,0.0
907,37127011101,Nash,37127011101,1.0
908,37127011000,Nash,37127011000,0.0
909,37127010900,Nash,37127010900,0.0
910,37127010800,Nash,37127010802,0.0
911,37127010800,Nash,37127010801,0.0
912,37127010700,Nash,37127010700,0.0
913,37127010602,Nash,37127010603,1.0
914,37127010602,Nash,37127010604,1.0
915,37127010601,Nash,37127010601,1.0
916,37127010504,Nash,37127010504,0.0
917,37127010503,Nash,37127010503,1.0
918,37127010502,Nash,37127010505,1.0
919,37127010502,Nash,37127010506,1.0
920,37127010400,Nash,37127010400,1.0
921,37127010300,Nash,37127010301,1.0
922,37127010300,Nash,37127010302,1.0
923,37127010200,Nash,37127010200,1.0
924,37125951200,Moore,37125951200,1.0
925,37125951100,Moore,37125951101,1.0
926,37125951100,Moore,37125951102,1.0
927,37125951000,Moore,37125951002,0.0
928,37125951000,Moore,37125951001,0.0
929,37125950900,Moore,37125950900,1.0
930,37125950802,Moore,37125950802,1.0
931,37125950801,Moore,37125950801,1.0
932,37125950702,Moore,37125950702,1.0
933,37125950701,Moore,37125950704,1.0
934,37125950701,Moore,37125950703,1.0
935,37125950602,Moore,37125950603,1.0
936,37125950602,Moore,37125950604,1.0
937,37125950601,Moore,37125950601,1.0
938,37125950502,Moore,37125950507,0.0
939,37125950502,Moore,37125950506,0.0
940,37125950501,Moore,37125950504,0.0
941,37125950501,Moore,37125950505,0.0
942,37125950501,Moore,37125950503,0.0
943,37125950402,Moore,37125950402,0.0
944,37125950401,Moore,37125950404,0.0
945,37125950401,Moore,37125950403,0.0
946,37125950302,Moore,37125950306,0.0
947,37125950302,Moore,37125950303,0.0
948,37125950301,Moore,37125950304,0.0
949,37125950301,Moore,37125950305,0.0
950,37125950200,Moore,37125950202,0.0
951,37125950200,Moore,37125950201,0.0
952,37125950100,Moore,37125950100,0.0
953,37123960500,Montgomery,37123960501,0.0
954,37123960500,Montgomery,37123960502,0.0
955,37123960402,Montgomery,37123960402,0.0
956,37123960401,Montgomery,37123960401,0.0
957,37123960300,Montgomery,37123960302,0.0
958,37123960300,Montgomery,37123960301,0.0
959,37123960200,Montgomery,37123960202,0.0
960,37123960200,Montgomery,37123960201,0.0
961,37123960100,Montgomery,37123960102,1.0
962,37123960100,Montgomery,37123960101,1.0
963,37121950400,Mitchell,37121950400,0.0
964,37121950300,Mitchell,37121950300,0.0
965,37121950200,Mitchell,37121950200,0.0
966,37121950100,Mitchell,37121950100,0.0
967,37119980300,Mecklenburg,37119980300,
968,37119980200,Mecklenburg,37119980200,1.0
969,37119980100,Mecklenburg,37119980100,
970,37119006407,Mecklenburg,37119006407,1.0
971,37119006406,Mecklenburg,37119006411,1.0
972,37119006406,Mecklenburg,37119006410,1.0
973,37119006405,Mecklenburg,37119006409,1.0
974,37119006405,Mecklenburg,37119006408,1.0
975,37119006404,Mecklenburg,37119006404,0.0
976,37119006403,Mecklenburg,37119006403,1.0
977,37119006304,Mecklenburg,37119006310,1.0
978,37119006304,Mecklenburg,37119006311,1.0
979,37119006303,Mecklenburg,37119006309,1.0
980,37119006303,Mecklenburg,37119006308,1.0
981,37119006302,Mecklenburg,37119006306,0.0
982,37119006302,Mecklenburg,37119006307,0.0
983,37119006302,Mecklenburg,37119006305,0.0
984,37119006215,Mecklenburg,37119006224,0.0
985,37119006215,Mecklenburg,37119006223,0.0
986,37119006214,Mecklenburg,37119006214,1.0
987,37119006213,Mecklenburg,37119006221,0.0
988,37119006213,Mecklenburg,37119006222,0.0
989,37119006212,Mecklenburg,37119006212,1.0
990,37119006211,Mecklenburg,37119006211,1.0
991,37119006210,Mecklenburg,37119006210,1.0
992,37119006209,Mecklenburg,37119006209,1.0
993,37119006208,Mecklenburg,37119006208,1.0
994,37119006204,Mecklenburg,37119006218,1.0
995,37119006204,Mecklenburg,37119006220,1.0
996,37119006204,Mecklenburg,37119006219,1.0
997,37119006203,Mecklenburg,37119006216,1.0
998,37119006203,Mecklenburg,37119006217,1.0
999,37119006109,Mecklenburg,37119006109,1.0
1000,37119006108,Mecklenburg,37119006108,1.0
1001,37119006107,Mecklenburg,37119006115,1.0
1002,37119006107,Mecklenburg,37119006114,1.0
1003,37119006106,Mecklenburg,37119006113,1.0
1004,37119006106,Mecklenburg,37119006112,1.0
1005,37119006105,Mecklenburg,37119006105,1.0
1006,37119006104,Mecklenburg,37119006110,1.0
1007,37119006104,Mecklenburg,37119006111,1.0
1008,37119006103,Mecklenburg,37119006103,1.0
1009,37119006010,Mecklenburg,37119006016,1.0
1010,37119006010,Mecklenburg,37119006015,1.0
1011,37119006009,Mecklenburg,37119006009,1.0
1012,37119006008,Mecklenburg,37119006008,1.0
1013,37119006007,Mecklenburg,37119006013,1.0
1014,37119006007,Mecklenburg,37119006014,1.0
1015,37119006006,Mecklenburg,37119006011,1.0
1016,37119006006,Mecklenburg,37119006012,1.0
1017,37119006005,Mecklenburg,37119006005,0.0
1018,37119005918,Mecklenburg,37119005918,1.0
1019,37119005917,Mecklenburg,37119005932,1.0
1020,37119005917,Mecklenburg,37119005931,1.0
1021,37119005916,Mecklenburg,37119005916,1.0
1022,37119005915,Mecklenburg,37119005915,1.0
1023,37119005914,Mecklenburg,37119005929,1.0
1024,37119005914,Mecklenburg,37119005930,1.0
1025,37119005913,Mecklenburg,37119005913,1.0
1026,37119005912,Mecklenburg,37119005928,1.0
1027,37119005912,Mecklenburg,37119005927,1.0
1028,37119005911,Mecklenburg,37119005925,0.0
1029,37119005911,Mecklenburg,37119005926,0.0
1030,37119005910,Mecklenburg,37119005910,1.0
1031,37119005909,Mecklenburg,37119005924,1.0
1032,37119005909,Mecklenburg,37119005923,1.0
1033,37119005908,Mecklenburg,37119005908,1.0
1034,37119005907,Mecklenburg,37119005921,1.0
1035,37119005907,Mecklenburg,37119005922,1.0
1036,37119005906,Mecklenburg,37119005919,1.0
1037,37119005906,Mecklenburg,37119005920,1.0
1038,37119005848,Mecklenburg,37119005848,1.0
1039,37119005847,Mecklenburg,37119005847,1.0
1040,37119005846,Mecklenburg,37119005846,1.0
1041,37119005845,Mecklenburg,37119005845,1.0
1042,37119005844,Mecklenburg,37119005863,1.0
1043,37119005844,Mecklenburg,37119005864,1.0
1044,37119005843,Mecklenburg,37119005843,1.0
1045,37119005842,Mecklenburg,37119005862,1.0
1046,37119005842,Mecklenburg,37119005861,1.0
1047,37119005841,Mecklenburg,37119005860,1.0
1048,37119005841,Mecklenburg,37119005859,1.0
1049,37119005840,Mecklenburg,37119005840,1.0
1050,37119005839,Mecklenburg,37119005839,1.0
1051,37119005838,Mecklenburg,37119005857,1.0
1052,37119005838,Mecklenburg,37119005858,1.0
1053,37119005838,Mecklenburg,37119005856,1.0
1054,37119005837,Mecklenburg,37119005855,1.0
1055,37119005837,Mecklenburg,37119005854,1.0
1056,37119005836,Mecklenburg,37119005836,1.0
1057,37119005835,Mecklenburg,37119005835,1.0
1058,37119005834,Mecklenburg,37119005834,1.0
1059,37119005833,Mecklenburg,37119005833,1.0
1060,37119005832,Mecklenburg,37119005832,1.0
1061,37119005831,Mecklenburg,37119005853,1.0
1062,37119005831,Mecklenburg,37119005852,1.0
1063,37119005830,Mecklenburg,37119005830,1.0
1064,37119005829,Mecklenburg,37119005829,1.0
1065,37119005828,Mecklenburg,37119005828,1.0
1066,37119005827,Mecklenburg,37119005827,1.0
1067,37119005826,Mecklenburg,37119005826,1.0
1068,37119005825,Mecklenburg,37119005868,1.0
1069,37119005825,Mecklenburg,37119005867,1.0
1070,37119005824,Mecklenburg,37119005824,1.0
1071,37119005823,Mecklenburg,37119005849,1.0
1072,37119005823,Mecklenburg,37119005850,1.0
1073,37119005823,Mecklenburg,37119005851,1.0
1074,37119005817,Mecklenburg,37119005817,1.0
1075,37119005816,Mecklenburg,37119005816,1.0
1076,37119005815,Mecklenburg,37119005815,1.0
1077,37119005812,Mecklenburg,37119005866,1.0
1078,37119005812,Mecklenburg,37119005865,1.0
1079,37119005811,Mecklenburg,37119005811,1.0
1080,37119005717,Mecklenburg,37119005722,1.0
1081,37119005717,Mecklenburg,37119005723,1.0
1082,37119005716,Mecklenburg,37119005716,1.0
1083,37119005715,Mecklenburg,37119005715,0.0
1084,37119005714,Mecklenburg,37119005714,1.0
1085,37119005713,Mecklenburg,37119005713,1.0
1086,37119005712,Mecklenburg,37119005712,1.0
1087,37119005711,Mecklenburg,37119005721,1.0
1088,37119005711,Mecklenburg,37119005720,1.0
1089,37119005710,Mecklenburg,37119005710,1.0
1090,37119005709,Mecklenburg,37119005709,1.0
1091,37119005706,Mecklenburg,37119005718,1.0
1092,37119005706,Mecklenburg,37119005719,1.0
1093,37119005621,Mecklenburg,37119005621,1.0
1094,37119005620,Mecklenburg,37119005627,1.0
1095,37119005620,Mecklenburg,37119005626,1.0
1096,37119005619,Mecklenburg,37119005619,1.0
1097,37119005618,Mecklenburg,37119005618,1.0
1098,37119005617,Mecklenburg,37119005617,1.0
1099,37119005616,Mecklenburg,37119005616,1.0
1100,37119005615,Mecklenburg,37119005615,1.0
1101,37119005614,Mecklenburg,37119005625,1.0
1102,37119005614,Mecklenburg,37119005624,1.0
1103,37119005613,Mecklenburg,37119005613,1.0
1104,37119005612,Mecklenburg,37119005612,1.0
1105,37119005611,Mecklenburg,37119005611,1.0
1106,37119005610,Mecklenburg,37119005610,1.0
1107,37119005609,Mecklenburg,37119005609,1.0
1108,37119005605,Mecklenburg,37119005622,1.0
1109,37119005605,Mecklenburg,37119005623,1.0
1110,37119005604,Mecklenburg,37119005604,1.0
1111,37119005524,Mecklenburg,37119005536,1.0
1112,37119005524,Mecklenburg,37119005535,1.0
1113,37119005523,Mecklenburg,37119005534,1.0
1114,37119005523,Mecklenburg,37119005533,1.0
1115,37119005522,Mecklenburg,37119005522,1.0
1116,37119005521,Mecklenburg,37119005532,1.0
1117,37119005521,Mecklenburg,37119005531,1.0
1118,37119005520,Mecklenburg,37119005520,1.0
1119,37119005519,Mecklenburg,37119005519,1.0
1120,37119005518,Mecklenburg,37119005529,1.0
1121,37119005518,Mecklenburg,37119005530,1.0
1122,37119005517,Mecklenburg,37119005517,1.0
1123,37119005516,Mecklenburg,37119005516,1.0
1124,37119005515,Mecklenburg,37119005515,1.0
1125,37119005514,Mecklenburg,37119005528,1.0
1126,37119005514,Mecklenburg,37119005527,1.0
1127,37119005513,Mecklenburg,37119005513,1.0
1128,37119005512,Mecklenburg,37119005512,1.0
1129,37119005511,Mecklenburg,37119005511,1.0
1130,37119005510,Mecklenburg,37119005510,1.0
1131,37119005509,Mecklenburg,37119005525,1.0
1132,37119005509,Mecklenburg,37119005526,1.0
1133,37119005508,Mecklenburg,37119005508,1.0
1134,37119005404,Mecklenburg,37119005404,1.0
1135,37119005403,Mecklenburg,37119005403,1.0
1136,37119005401,Mecklenburg,37119005405,1.0
1137,37119005401,Mecklenburg,37119005406,1.0
1138,37119005308,Mecklenburg,37119005308,1.0
1139,37119005307,Mecklenburg,37119005307,1.0
1140,37119005306,Mecklenburg,37119005306,1.0
1141,37119005305,Mecklenburg,37119005305,1.0
1142,37119005301,Mecklenburg,37119005301,1.0
1143,37119005200,Mecklenburg,37119005200,1.0
1144,37119005100,Mecklenburg,37119005100,1.0
1145,37119005000,Mecklenburg,37119005000,1.0
1146,37119004900,Mecklenburg,37119004900,1.0
1147,37119004800,Mecklenburg,37119004800,1.0
1148,37119004700,Mecklenburg,37119004700,1.0
1149,37119004600,Mecklenburg,37119004600,1.0
1150,37119004500,Mecklenburg,37119004500,1.0
1151,37119004400,Mecklenburg,37119004400,1.0
1152,37119004305,Mecklenburg,37119004306,1.0
1153,37119004305,Mecklenburg,37119004307,1.0
1154,37119004304,Mecklenburg,37119004304,1.0
1155,37119004303,Mecklenburg,37119004303,1.0
1156,37119004302,Mecklenburg,37119004302,1.0
1157,37119004200,Mecklenburg,37119004200,1.0
1158,37119004100,Mecklenburg,37119004102,1.0
1159,37119004100,Mecklenburg,37119004101,1.0
1160,37119004000,Mecklenburg,37119004000,1.0
1161,37119003903,Mecklenburg,37119003903,1.0
1162,37119003902,Mecklenburg,37119003902,1.0
1163,37119003808,Mecklenburg,37119003808,1.0
1164,37119003807,Mecklenburg,37119003807,1.0
1165,37119003806,Mecklenburg,37119003809,1.0
1166,37119003806,Mecklenburg,37119003811,1.0
1167,37119003806,Mecklenburg,37119003810,1.0
1168,37119003805,Mecklenburg,37119003805,1.0
1169,37119003802,Mecklenburg,37119003802,1.0
1170,37119003700,Mecklenburg,37119003701,1.0
1171,37119003700,Mecklenburg,37119003702,1.0
1172,37119003600,Mecklenburg,37119003600,1.0
1173,37119003500,Mecklenburg,37119003500,1.0
1174,37119003400,Mecklenburg,37119003402,1.0
1175,37119003400,Mecklenburg,37119003401,1.0
1176,37119003300,Mecklenburg,37119003302,1.0
1177,37119003300,Mecklenburg,37119003301,1.0
1178,37119003204,Mecklenburg,37119003204,1.0
1179,37119003203,Mecklenburg,37119003203,1.0
1180,37119003201,Mecklenburg,37119003201,1.0
1181,37119003109,Mecklenburg,37119003109,1.0
1182,37119003108,Mecklenburg,37119003108,1.0
1183,37119003106,Mecklenburg,37119003106,1.0
1184,37119003105,Mecklenburg,37119003105,1.0
1185,37119003103,Mecklenburg,37119003110,1.0
1186,37119003103,Mecklenburg,37119003111,1.0
1187,37119003102,Mecklenburg,37119003102,1.0
1188,37119003018,Mecklenburg,37119003018,1.0
1189,37119003017,Mecklenburg,37119003017,1.0
1190,37119003016,Mecklenburg,37119003016,1.0
1191,37119003015,Mecklenburg,37119003015,1.0
1192,37119003013,Mecklenburg,37119003013,1.0
1193,37119003012,Mecklenburg,37119003012,1.0
1194,37119003011,Mecklenburg,37119003022,1.0
1195,37119003011,Mecklenburg,37119003021,1.0
1196,37119003008,Mecklenburg,37119003008,1.0
1197,37119003007,Mecklenburg,37119003019,1.0
1198,37119003007,Mecklenburg,37119003020,1.0
1199,37119003006,Mecklenburg,37119003006,1.0
1200,37119002906,Mecklenburg,37119002910,1.0
1201,37119002906,Mecklenburg,37119002909,1.0
1202,37119002905,Mecklenburg,37119002905,1.0
1203,37119002904,Mecklenburg,37119002908,1.0
1204,37119002904,Mecklenburg,37119002907,1.0
1205,37119002903,Mecklenburg,37119002903,1.0
1206,37119002800,Mecklenburg,37119002800,1.0
1207,37119002702,Mecklenburg,37119002702,1.0
1208,37119002701,Mecklenburg,37119002701,1.0
1209,37119002600,Mecklenburg,37119002600,1.0
1210,37119002500,Mecklenburg,37119002500,1.0
1211,37119002400,Mecklenburg,37119002400,1.0
1212,37119002300,Mecklenburg,37119002300,1.0
1213,37119002200,Mecklenburg,37119002202,1.0
1214,37119002200,Mecklenburg,37119002201,1.0
1215,37119002100,Mecklenburg,37119002100,1.0
1216,37119002004,Mecklenburg,37119002004,1.0
1217,37119002003,Mecklenburg,37119002007,1.0
1218,37119002003,Mecklenburg,37119002008,1.0
1219,37119002002,Mecklenburg,37119002005,1.0
1220,37119002002,Mecklenburg,37119002006,1.0
1221,37119001923,Mecklenburg,37119001923,1.0
1222,37119001922,Mecklenburg,37119001922,1.0
1223,37119001921,Mecklenburg,37119001921,1.0
1224,37119001920,Mecklenburg,37119001920,1.0
1225,37119001919,Mecklenburg,37119001919,1.0
1226,37119001918,Mecklenburg,37119001918,1.0
1227,37119001917,Mecklenburg,37119001917,1.0
1228,37119001916,Mecklenburg,37119001916,1.0
1229,37119001915,Mecklenburg,37119001926,1.0
1230,37119001915,Mecklenburg,37119001927,1.0
1231,37119001914,Mecklenburg,37119001914,1.0
1232,37119001912,Mecklenburg,37119001924,1.0
1233,37119001912,Mecklenburg,37119001925,1.0
1234,37119001911,Mecklenburg,37119001911,1.0
1235,37119001910,Mecklenburg,37119001910,1.0
1236,37119001802,Mecklenburg,37119001802,1.0
1237,37119001801,Mecklenburg,37119001801,1.0
1238,37119001702,Mecklenburg,37119001702,1.0
1239,37119001701,Mecklenburg,37119001701,1.0
1240,37119001609,Mecklenburg,37119001609,1.0
1241,37119001608,Mecklenburg,37119001608,1.0
1242,37119001607,Mecklenburg,37119001607,1.0
1243,37119001606,Mecklenburg,37119001606,1.0
1244,37119001605,Mecklenburg,37119001605,1.0
1245,37119001603,Mecklenburg,37119001603,1.0
1246,37119001510,Mecklenburg,37119001510,1.0
1247,37119001509,Mecklenburg,37119001509,1.0
1248,37119001508,Mecklenburg,37119001508,1.0
1249,37119001507,Mecklenburg,37119001507,1.0
1250,37119001505,Mecklenburg,37119001505,1.0
1251,37119001504,Mecklenburg,37119001504,1.0
1252,37119001400,Mecklenburg,37119001400,1.0
1253,37119001300,Mecklenburg,37119001300,1.0
1254,37119001200,Mecklenburg,37119001200,1.0
1255,37119001100,Mecklenburg,37119001100,1.0
1256,37119001000,Mecklenburg,37119001000,1.0
1257,37119000900,Mecklenburg,37119000900,1.0
1258,37119000800,Mecklenburg,37119000800,1.0
1259,37119000700,Mecklenburg,37119000700,1.0
1260,37119000600,Mecklenburg,37119000600,1.0
1261,37119000500,Mecklenburg,37119000503,1.0
1262,37119000500,Mecklenburg,37119000502,1.0
1263,37119000500,Mecklenburg,37119000501,1.0
1264,37119000400,Mecklenburg,37119000402,1.0
1265,37119000400,Mecklenburg,37119000401,1.0
1266,37119000300,Mecklenburg,37119000301,1.0
1267,37119000300,Mecklenburg,37119000302,1.0
1268,37119000100,Mecklenburg,37119000103,1.0
1269,37119000100,Mecklenburg,37119000102,1.0
1270,37119000100,Mecklenburg,37119000104,1.0
1271,37119000100,Mecklenburg,37119000101,1.0
1272,37117970600,Martin,37117970600,0.0
1273,37117970500,Martin,37117970500,0.0
1274,37117970400,Martin,37117970400,0.0
1275,37117970300,Martin,37117970300,0.0
1276,37117970200,Martin,37117970200,1.0
1277,37117970100,Martin,37117970100,0.0
1278,37115010700,Madison,37115010700,0.0
1279,37115010600,Madison,37115010602,0.0
1280,37115010600,Madison,37115010601,0.0
1281,37115010500,Madison,37115010500,0.0
1282,37115010400,Madison,37115010400,0.0
1283,37115010200,Madison,37115010200,0.0
1284,37115010100,Madison,37115010100,0.0
1285,37113970700,Macon,37113970700,0.0
1286,37113970600,Macon,37113970600,0.0
1287,37113970502,Macon,37113970502,0.0
1288,37113970501,Macon,37113970501,0.0
1289,37113970400,Macon,37113970400,0.0
1290,37113970302,Macon,37113970302,0.0
1291,37113970301,Macon,37113970303,1.0
1292,37113970301,Macon,37113970304,1.0
1293,37113970200,Macon,37113970200,0.0
1294,37113970100,Macon,37113970100,0.0
1295,37111970902,McDowell,37111970902,0.0
1296,37111970901,McDowell,37111970903,0.0
1297,37111970901,McDowell,37111970904,0.0
